set,clip,setup,memory,input,offset,horizon_s,fde_px,fde_iqr_px,lock_on_s,path_median_px,path_last_px,period_ratio,auc,latency_s,fp_per_min,n_steps,unseen_fraction
development,wide_02/steady,pendulum,constant_velocity,centroid,as_is,0.05,42.97626850081226,17.400460352054445,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,centroid,removed,0.05,13.079325139756037,10.161322337014182,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,centroid,as_is,0.1,50.725246885610886,20.76531548857932,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,centroid,removed,0.1,26.183002451372822,14.45169715648542,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,centroid,as_is,0.2,98.17286096949442,52.1421116487183,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,centroid,removed,0.2,87.95719080181854,41.670108215130114,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,as_is,0.025,43.83331141186806,15.199127565916115,inf,100.42344045278631,96.71039262778979,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,removed,0.025,14.772303246559744,12.200266699330626,inf,98.99892694266214,97.65465352479134,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,as_is,0.05,43.709164823407605,19.981323734034042,inf,100.42344045278631,96.71039262778979,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,removed,0.05,18.461265725379153,14.844313582625942,inf,98.99892694266214,97.65465352479134,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,as_is,0.1,45.541687798798556,30.906869321331705,inf,100.42344045278631,96.71039262778979,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,removed,0.1,28.380627840629742,24.14810316118485,inf,98.99892694266214,97.65465352479134,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,as_is,0.2,59.67568508523904,54.43553169557553,inf,100.42344045278631,96.71039262778979,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,centroid,removed,0.2,49.33766684830176,45.173138522639164,inf,98.99892694266214,97.65465352479134,1.860155346762297,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,as_is,0.025,50.81134335326663,11.56385611218051,inf,76.89447540183026,76.83946356855334,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,removed,0.025,30.20745240842463,15.997311733727976,inf,71.58847165888487,68.51205577484096,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,as_is,0.05,58.89706756626286,17.4055640866926,inf,76.89447540183026,76.83946356855334,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,removed,0.05,41.644313292072184,29.638515470868725,inf,71.58847165888487,68.51205577484096,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,as_is,0.1,57.745415897378024,20.244786637113137,inf,76.89447540183026,76.83946356855334,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,removed,0.1,45.377133426271925,33.570209485895404,inf,71.58847165888487,68.51205577484096,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,as_is,0.2,81.44018289401765,46.50838225247473,inf,76.89447540183026,76.83946356855334,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,centroid,removed,0.2,74.45363276677324,53.58870572463058,inf,71.58847165888487,68.51205577484096,1.2265696102810577,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,as_is,0.025,25.597481110231854,17.379359326260644,inf,29.897803471103295,29.96660329271656,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,removed,0.025,20.495718800854835,11.563799017125415,inf,21.896189606460442,22.54831208742364,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,as_is,0.05,27.548105247649865,18.352671011372294,inf,29.897803471103295,29.96660329271656,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,removed,0.05,23.10481654327618,14.263781967420833,inf,21.896189606460442,22.54831208742364,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,as_is,0.1,31.51034082434491,22.68577990634492,inf,29.897803471103295,29.96660329271656,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,removed,0.1,26.802023350331275,21.856706782364412,inf,21.896189606460442,22.54831208742364,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,as_is,0.2,37.41084714495711,35.30090345557008,inf,29.897803471103295,29.96660329271656,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_phasemap,snn,removed,0.2,31.4657702488632,35.43537581594666,inf,21.896189606460442,22.54831208742364,0.9797256090688159,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,as_is,0.025,21.1853819614155,13.672594618716035,inf,23.179492433489347,26.188416329985184,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,removed,0.025,11.41236540304988,9.680588121404007,inf,13.063415324112587,14.366037958337156,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,as_is,0.05,21.698185508553678,13.782659041776519,inf,23.179492433489347,26.188416329985184,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,removed,0.05,12.280707463097535,11.226336458607147,inf,13.063415324112587,14.366037958337156,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,as_is,0.1,24.24595348878482,14.783424400753436,inf,23.179492433489347,26.188416329985184,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,removed,0.1,14.697408908673697,13.713184294419051,inf,13.063415324112587,14.366037958337156,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,as_is,0.2,27.447404423983578,18.42729753005425,inf,23.179492433489347,26.188416329985184,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,phasemap,snn,removed,0.2,18.025454177441567,21.405496036655144,inf,13.063415324112587,14.366037958337156,1.0012619622784251,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,as_is,0.025,21.511432746759418,13.632226643477958,inf,22.137535207451794,26.300616179782782,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,removed,0.025,12.324105195306519,10.954477784646441,inf,12.817797647967978,15.470553683488738,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,as_is,0.05,22.412362950747436,14.58297605440216,inf,22.137535207451794,26.300616179782782,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,removed,0.05,13.52141161598587,12.079257153175105,inf,12.817797647967978,15.470553683488738,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,as_is,0.1,23.302937148540224,15.980440721998725,inf,22.137535207451794,26.300616179782782,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,removed,0.1,15.091099039707961,13.254993733536836,inf,12.817797647967978,15.470553683488738,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,as_is,0.2,22.414275053315443,15.79562146991404,inf,22.137535207451794,26.300616179782782,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,kalman,snn,removed,0.2,15.168004001037986,13.064166121397353,18.580000000000002,12.817797647967978,15.470553683488738,1.0093899521530931,nan,nan,3.149606299212666,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,as_is,0.025,23.385627048378375,13.70057368729493,inf,19.057139330666963,25.73164856597888,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,removed,0.025,17.4213878561769,13.58914230686495,18.75,11.293138341894071,14.390266401196033,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,as_is,0.05,23.785539603935494,14.31046813015841,inf,19.057139330666963,25.73164856597888,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,removed,0.05,18.274397124702286,13.864010996429672,18.76,11.293138341894071,14.390266401196033,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,as_is,0.1,24.287820259570765,15.167769897521246,inf,19.057139330666963,25.73164856597888,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,removed,0.1,19.65528934522377,14.37139302611373,18.72,11.293138341894071,14.390266401196033,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,as_is,0.2,24.447116850908714,15.467084361418308,inf,19.057139330666963,25.73164856597888,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,harmonic,snn,removed,0.2,20.520861108965317,14.075596729746417,18.63,11.293138341894071,14.390266401196033,1.0093899521530931,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,as_is,0.025,25.4302947780479,18.010149778936942,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,removed,0.025,16.981116077806846,13.156285249128329,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,as_is,0.05,30.706612869821846,21.00945560947443,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,removed,0.05,23.62861137236933,16.212039738202606,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,as_is,0.1,48.213753316611125,26.834311131247276,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,removed,0.1,41.90036666459726,24.50744322301277,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,as_is,0.2,102.8717017872721,42.90799256137787,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,constant_velocity,snn,removed,0.2,101.57946138767126,51.685794258780575,inf,nan,nan,nan,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,as_is,0.025,23.060357849532576,14.576520676849665,inf,94.84979175511525,86.91873185553071,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,removed,0.025,14.704673641803272,13.040759307726564,inf,91.55364452544265,86.79544039208733,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,as_is,0.05,27.47293361302749,16.125758207190948,inf,94.84979175511525,86.91873185553071,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,removed,0.05,18.386436295893937,15.09188765975512,inf,91.55364452544265,86.79544039208733,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,as_is,0.1,36.0781259193418,20.345410515655242,inf,94.84979175511525,86.91873185553071,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,removed,0.1,26.599082587879664,20.11020219256085,inf,91.55364452544265,86.79544039208733,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,as_is,0.2,50.32226765070854,36.732684808876726,inf,94.84979175511525,86.91873185553071,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_two_layer,snn,removed,0.2,42.362967977634206,35.63594964681502,inf,91.55364452544265,86.79544039208733,1.8943376429866499,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,as_is,0.025,34.331403813001316,18.60409734331377,inf,71.58883606462214,66.19219258073085,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,removed,0.025,28.613866446781973,18.798913387593817,inf,72.9880067084265,69.81193405487308,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,as_is,0.05,47.15255295215625,30.281700947699328,18.995,71.58883606462214,66.19219258073085,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,removed,0.05,43.51730054155187,32.54132071781362,inf,72.9880067084265,69.81193405487308,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,as_is,0.1,49.04392857664976,22.857604198350423,inf,71.58883606462214,66.19219258073085,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,removed,0.1,45.64878087606559,18.015570674163385,18.945,72.9880067084265,69.81193405487308,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,as_is,0.2,75.88876954779639,39.58066098500352,inf,71.58883606462214,66.19219258073085,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_02/steady,pendulum,snn_lmu,snn,removed,0.2,74.39961237528055,35.1238366944742,18.830000000000002,72.9880067084265,69.81193405487308,1.2635233787395288,nan,nan,0.0,3810,0.0
development,wide_break,pendulum,snn_phasemap,centroid,as_is,0.025,41.02401507157688,13.289475368856458,inf,38.550231187367814,35.24938522286948,0.9905286600197695,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,removed,0.025,15.192441198547193,8.922918679586639,13.195,10.878204122072297,10.169852502426618,0.9905286600197695,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,as_is,0.05,41.33255025646441,14.335617144282999,inf,38.58123204058215,35.24938522286948,0.9904130447113043,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,removed,0.05,15.604881539926359,11.184696836825172,13.14,10.880424575748798,10.169852502426618,0.9904130447113043,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,as_is,0.1,42.77312392935484,15.428463536140413,inf,38.60937784455383,35.24938522286948,0.9902322830381498,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,removed,0.1,18.09305361879231,14.298084168758223,inf,10.909206828775854,10.169852502426618,0.9902322830381498,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,as_is,0.2,43.54221627007673,21.300392410108415,inf,38.70234780114124,35.24938522286948,0.9895447432509319,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,centroid,removed,0.2,21.038198961518425,20.01431329915065,inf,10.946776926539016,10.169852502426618,0.9895447432509319,0.9809269986224646,0.19949999999999868,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,as_is,0.025,40.42284256013316,11.128493788505104,inf,40.63870937366107,36.970294397262286,1.0099059661278793,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,removed,0.025,13.949908483855124,7.66917730495987,inf,11.86393183542898,10.07386494021967,1.0099059661278793,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,as_is,0.05,40.86273275559966,11.56041362061066,inf,40.66751695280255,36.970294397262286,1.0097755227335774,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,removed,0.05,15.436091693392475,7.944275968251111,inf,11.875561130451313,10.07386494021967,1.0097755227335774,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,as_is,0.1,41.587709882573506,13.767009676236313,inf,40.69494117490463,36.970294397262286,1.0095415693970342,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,removed,0.1,17.98489579118338,11.430016900069383,inf,11.863319355635312,10.07386494021967,1.0095415693970342,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,as_is,0.2,42.37030594808345,14.421824508553108,inf,40.75964316105431,36.970294397262286,1.0090226476399042,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,phasemap,centroid,removed,0.2,19.884119027749364,15.816189382129958,inf,11.875561130451313,10.07386494021967,1.0090226476399042,0.9991813832862341,0.13949999999999996,0.0,5008,0.0
development,wide_break,pendulum,kalman,centroid,as_is,0.025,39.66425830737807,12.425599148824666,inf,38.72366983494142,35.91116516670836,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,removed,0.025,13.244484446447418,9.95322186625765,13.205,11.34069193903154,11.639715394753676,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,as_is,0.05,39.675917279467136,12.802323931275545,inf,38.74045562771319,35.91116516670836,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,removed,0.05,13.984214872494716,10.47672520451869,inf,11.335321600738848,11.639715394753676,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,as_is,0.1,39.8091791158757,13.928422399090763,inf,38.764637685311065,35.91116516670836,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,removed,0.1,15.042346547486552,11.752292029772665,inf,11.314551955657818,11.639715394753676,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,as_is,0.2,40.59302837282132,13.308225404438232,inf,38.77942079011129,35.91116516670836,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,kalman,centroid,removed,0.2,16.41702973767124,12.270380276191062,inf,11.29153147761754,11.639715394753676,1.0028517160769141,0.9596535247961979,0.46449999999999925,36.267472610503226,5008,0.0
development,wide_break,pendulum,harmonic,centroid,as_is,0.025,42.274271604454626,13.064346328224417,inf,39.152731718186345,36.583010088509226,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,removed,0.025,16.5241718203549,11.84666413538064,inf,9.825228213085698,10.015330449654646,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,as_is,0.05,42.29207059193204,13.326546663485026,inf,39.17224714863343,36.583010088509226,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,removed,0.05,16.856578850484613,12.143367964257095,inf,9.8171258556904,10.015330449654646,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,as_is,0.1,42.4993276053492,13.558362926776468,inf,39.215020366142966,36.583010088509226,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,removed,0.1,17.025510619865877,12.406222606624628,inf,9.80948699273333,10.015330449654646,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,as_is,0.2,42.622715155587734,13.596114123805151,inf,39.27619180611451,36.583010088509226,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,harmonic,centroid,removed,0.2,17.116444601151162,12.787076468959809,inf,9.790530742925302,10.015330449654646,1.0028517160769141,0.7063462156658213,0.12449999999999939,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,as_is,0.025,38.94968447027232,13.106864072172094,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,removed,0.025,10.27561939886887,8.977185427153035,13.16,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,as_is,0.05,38.747799035012,15.014058336324304,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,removed,0.05,12.422408218063694,10.575635629140244,13.16,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,as_is,0.1,45.76070320483942,17.104972125075847,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,removed,0.1,25.136559576638764,18.62906259532726,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,as_is,0.2,93.89628123361148,52.096939803900455,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,constant_velocity,centroid,removed,0.2,83.8652947191095,48.385288766841654,inf,nan,nan,nan,0.49185967603835595,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,as_is,0.025,38.58263044594018,14.854243351293668,inf,88.836649544539,85.47973326396365,1.8256489125973503,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,removed,0.025,13.795143390931027,11.377705087838637,inf,80.08156605571855,80.90391501768704,1.8256489125973503,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,as_is,0.05,38.57439874399534,19.4597342999029,inf,88.90474723094691,85.47973326396365,1.8265052859792046,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,removed,0.05,15.858945737165776,14.395859174930639,inf,79.95621249502497,80.90391501768704,1.8265052859792046,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,as_is,0.1,38.88188056805923,32.68959945590102,inf,88.79294975977271,85.47973326396365,1.8290452589797401,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,removed,0.1,21.624772352988543,21.410936671959284,inf,79.80678290916885,80.90391501768704,1.8290452589797401,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,as_is,0.2,49.15293786012122,58.64670443952724,inf,88.53983395334416,85.47973326396365,1.83510355716823,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_two_layer,centroid,removed,0.2,37.98230108148425,38.86379553148384,inf,79.37828348636864,80.90391501768704,1.83510355716823,0.6265258057078195,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,as_is,0.025,46.03639643198248,15.182047488218075,inf,91.70394934404418,85.64914611726589,1.3200141228344764,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,removed,0.025,28.41635248084495,15.462557671496043,inf,74.35922680905547,69.80936420119625,1.3200141228344764,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,as_is,0.05,54.50448783314076,23.861250014411084,inf,91.67844999167534,85.64914611726589,1.3197608854647662,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,removed,0.05,40.666700318304144,28.8863459693487,inf,74.32136178586184,69.80936420119625,1.3197608854647662,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,as_is,0.1,63.342094173677594,25.569376045481704,inf,91.66521147091686,85.64914611726589,1.31913895193783,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,removed,0.1,43.54127120095222,29.451392661714976,inf,74.26896181868999,69.80936420119625,1.31913895193783,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,as_is,0.2,91.7914257502097,42.8544913565617,inf,91.87742487002444,85.64914611726589,1.31745405916653,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_lmu,centroid,removed,0.2,76.0839263186317,54.07489850484261,inf,74.50148196464492,69.80936420119625,1.31745405916653,0.49334809915630956,inf,0.0,5008,0.0
development,wide_break,pendulum,snn_phasemap,snn,as_is,0.025,20.010991376700844,11.793243916678096,inf,21.73365690591073,28.436945164102944,0.9882418563363828,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,removed,0.025,14.217929402955821,11.666595707345296,inf,18.11065936719978,19.42029779462127,0.9882418563363828,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,as_is,0.05,19.63345607736251,13.121698090621331,inf,21.71726215643232,28.436945164102944,0.9881534454775003,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,removed,0.05,15.436557277910218,10.816905606847277,inf,18.09908933740383,19.42029779462127,0.9881534454775003,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,as_is,0.1,22.552155170289858,15.921705617009458,inf,21.669905081416665,28.436945164102944,0.9878888081463036,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,removed,0.1,18.511626018120953,12.207174186074674,inf,18.09130693517553,19.42029779462127,0.9878888081463036,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,as_is,0.2,30.392579909807644,23.055342535049782,inf,21.54025505795139,28.436945164102944,0.9870588057850225,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,snn_phasemap,snn,removed,0.2,23.371715424567192,18.098609302176392,inf,18.049163832368073,19.42029779462127,0.9870588057850225,0.9904297369721774,0.3194999999999997,0.0,5008,0.027156549520766772
development,wide_break,pendulum,phasemap,snn,as_is,0.025,18.781174834915987,11.404370564224806,inf,17.5733273742875,24.081414216113394,1.003652955161157,0.9993426744604866,0.2944999999999993,0.0,5008,0.027156549520766772
development,wide_break,pendulum,phasemap,snn,removed,0.025,10.599993997494519,7.619937622705617,inf,12.537720432937391,14.639329244050831,1.003652955161157,0.9993426744604866,0.2944999999999993,0.0,5008,0.027156549520766772
development,wide_break,pendulum,phasemap,snn,as_is,0.05,18.14657924362696,11.64543029457788,inf,17.55439623076989,24.081414216113394,1.0034495869251028,0.9993426744604866,0.2944999999999993,0.0,5008,0.027156549520766772
development,wide_break,pendulum,phasemap,snn,removed,0.05,10.618777236950299,6.942583321130587,inf,12.516813724140794,14.639329244050831,1.0034495869251028,0.9993426744604866,0.2944999999999993,0.0,5008,0.027156549520766772
